"STATION","NAME","DATE","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00190120","AMHERST, MA US","2010-09-02",,"0.00","0.0","0.0","93","63","65"
"USC00190120","AMHERST, MA US","2010-09-03",,"0.00","0.0","0.0","92","65","67"
"USC00190120","AMHERST, MA US","2010-09-04",,"0.00","0.0","0.0","85","67","69"
"USC00190120","AMHERST, MA US","2010-09-05",,"0.00","0.0","0.0","79","48","51"
"USC00190120","AMHERST, MA US","2010-09-06",,"0.00","0.0","0.0","73","43","44"
"USC00190120","AMHERST, MA US","2010-09-07",,"0.00","0.0","0.0","78","44","63"
"USC00190120","AMHERST, MA US","2010-09-08",,"0.07","0.0","0.0","88","63","67"
"USC00190120","AMHERST, MA US","2010-09-09",,"0.00","0.0","0.0","81","52","54"
"USC00190120","AMHERST, MA US","2010-09-10",,"0.00","0.0","0.0","68","51","54"
"USC00190120","AMHERST, MA US","2010-09-11",,"0.00","0.0","0.0","65","43","46"
"USC00190120","AMHERST, MA US","2010-09-12",,"0.00","0.0","0.0","78","45","57"
"USC00190120","AMHERST, MA US","2010-09-13",,"0.01","0.0","0.0","66","55","56"
"USC00190120","AMHERST, MA US","2010-09-14",,"0.00","0.0","0.0","72","53","55"
"USC00190120","AMHERST, MA US","2010-09-15",,"0.00","0.0","0.0","72","43","45"
"USC00190120","AMHERST, MA US","2010-09-16",,"0.00","0.0","0.0","67","37","39"
"USC00190120","AMHERST, MA US","2010-09-17",,"0.31","0.0","0.0","72","39","64"
"USC00190120","AMHERST, MA US","2010-09-18",,"0.00","0.0","0.0","67","52","52"
"USC00190120","AMHERST, MA US","2010-09-19",,"0.00","0.0","0.0","70","49","53"
"USC00190120","AMHERST, MA US","2010-09-20",,"0.00","0.0","0.0","74","51","51"
"USC00190120","AMHERST, MA US","2010-09-21",,"0.00","0.0","0.0","69","36","37"
"USC00190120","AMHERST, MA US","2010-09-22",,"0.00","0.0","0.0","73","36","59"
"USC00190120","AMHERST, MA US","2010-09-23",,"0.00","0.0","0.0","87","56","56"
"USC00190120","AMHERST, MA US","2010-09-24",,"0.00","0.0","0.0","79","56","62"
"USC00190120","AMHERST, MA US","2010-09-25",,"0.00","0.0","0.0","86","62","71"
"USC00190120","AMHERST, MA US","2010-09-26",,"0.00","0.0","0.0","83","49","51"
"USC00190120","AMHERST, MA US","2010-09-27",,"0.03","0.0","0.0","75","51","55"
"USC00190120","AMHERST, MA US","2010-09-28",,"1.24","0.0","0.0","60","55","60"
"USC00190120","AMHERST, MA US","2010-09-29",,"0.38","0.0","0.0","76","60","64"
"USC00190120","AMHERST, MA US","2010-09-30",,"0.26","0.0","0.0","81","62","63"
"USC00190120","AMHERST, MA US","2010-10-01",,"1.60","0.0","0.0","76","62","76"
"USC00190120","AMHERST, MA US","2010-10-02",,"2.49","0.0","0.0","76","46","46"
"USC00190120","AMHERST, MA US","2010-10-03",,"0.01","0.0","0.0","65","39","40"
"USC00190120","AMHERST, MA US","2010-10-04",,"0.02","0.0","0.0","61","40","48"
"USC00190120","AMHERST, MA US","2010-10-05",,"0.04","0.0","0.0","62","48","53"
"USC00190120","AMHERST, MA US","2010-10-06",,"0.14","0.0","0.0","60","53","54"
"USC00190120","AMHERST, MA US","2010-10-07",,"0.61","0.0","0.0","56","50","50"
"USC00190120","AMHERST, MA US","2010-10-08",,"0.00","0.0","0.0","65","40","41"
"USC00190120","AMHERST, MA US","2010-10-09",,"0.00","0.0","0.0","73","40","47"
"USC00190120","AMHERST, MA US","2010-10-10",,"0.00","0.0","0.0","63","29","30"
"USC00190120","AMHERST, MA US","2010-10-11",,"0.00","0.0","0.0","68","30","36"
"USC00190120","AMHERST, MA US","2010-10-12",,"0.01","0.0","0.0","69","36","49"
"USC00190120","AMHERST, MA US","2010-10-13",,"0.00","0.0","0.0","63","31","32"
"USC00190120","AMHERST, MA US","2010-10-14",,"0.00","0.0","0.0","64","31","35"
"USC00190120","AMHERST, MA US","2010-10-15",,"1.44","0.0","0.0","61","35","44"
"USC00190120","AMHERST, MA US","2010-10-16",,"0.20","0.0","0.0","51","43","46"
"USC00190120","AMHERST, MA US","2010-10-17",,"0.01","0.0","0.0","55","32","34"
"USC00190120","AMHERST, MA US","2010-10-18",,"0.00","0.0","0.0","64","33","33"
"USC00190120","AMHERST, MA US","2010-10-19",,"0.00","0.0","0.0","57","32","32"
"USC00190120","AMHERST, MA US","2010-10-20",,"0.00","0.0","0.0","58","31","31"
"USC00190120","AMHERST, MA US","2010-10-21",,"0.00","0.0","0.0","59","31","35"
"USC00190120","AMHERST, MA US","2010-10-22",,"0.00","0.0","0.0","57","35","38"
"USC00190120","AMHERST, MA US","2010-10-23",,"0.00","0.0","0.0","47","32","37"
"USC00190120","AMHERST, MA US","2010-10-24",,"0.00","0.0","0.0","57","30","42"
"USC00190120","AMHERST, MA US","2010-10-25",,"0.02","0.0","0.0","52","42","45"
"USC00190120","AMHERST, MA US","2010-10-26",,"0.03","0.0","0.0","64","46","60"
"USC00190120","AMHERST, MA US","2010-10-27",,"0.11","0.0","0.0","76","60","68"
"USC00190120","AMHERST, MA US","2010-10-28",,"0.42","0.0","0.0","71","49","54"
"USC00190120","AMHERST, MA US","2010-10-29",,"0.00","0.0","0.0","73","37","38"
"USC00190120","AMHERST, MA US","2010-10-30",,"0.03","0.0","0.0","51","34","40"
"USC00190120","AMHERST, MA US","2010-10-31",,"0.00","0.0","0.0","55","39","45"
"USC00190120","AMHERST, MA US","2010-11-01",,"0.00","0.0","0.0","53","25","26"
"USC00190120","AMHERST, MA US","2010-11-02",,"0.00","0.0","0.0","53","25","40"
"USC00190120","AMHERST, MA US","2010-11-03",,"0.00","0.0","0.0","49","23","26"
"USC00190120","AMHERST, MA US","2010-11-04",,"0.04","0.0","0.0","50","30","34"
"USC00190120","AMHERST, MA US","2010-11-05",,"1.26","0.0","0.0","46","34","45"
"USC00190120","AMHERST, MA US","2010-11-06",,"0.18","0.0","0.0","53","31","33"
"USC00190120","AMHERST, MA US","2010-11-07",,"0.00","0.0","0.0","49","33","36"
"USC00190120","AMHERST, MA US","2010-11-08",,"0.48","0.0","0.0","46","35","38"
"USC00190120","AMHERST, MA US","2010-11-09",,"0.09","0.0","0.0","42","39","42"
"USC00190120","AMHERST, MA US","2010-11-10",,"0.00","0.0","0.0","53","42","46"
"USC00190120","AMHERST, MA US","2010-11-11",,"0.00","0.0","0.0","55","34","35"
"USC00190120","AMHERST, MA US","2010-11-12",,"0.00","0.0","0.0","57","28","29"
"USC00190120","AMHERST, MA US","2010-11-13",,"0.00","0.0","0.0","61","26","27"
"USC00190120","AMHERST, MA US","2010-11-14",,"0.00","0.0","0.0","64","27","28"
"USC00190120","AMHERST, MA US","2010-11-15",,"0.00","0.0","0.0","59","28","42"
"USC00190120","AMHERST, MA US","2010-11-16",,"0.07","0.0","0.0","49","39","43"
"USC00190120","AMHERST, MA US","2010-11-17",,"1.19","0.0","0.0","56","43","52"
"USC00190120","AMHERST, MA US","2010-11-18",,"0.01","0.0","0.0","61","38","39"
"USC00190120","AMHERST, MA US","2010-11-19",,"0.00","0.0","0.0","53","26","26"
"USC00190120","AMHERST, MA US","2010-11-20",,"0.00","0.0","0.0","44","25","36"
"USC00190120","AMHERST, MA US","2010-11-21",,"0.00","0.0","0.0","53","26","31"
"USC00190120","AMHERST, MA US","2010-11-22",,"0.00","0.0","0.0","41","31","35"
"USC00190120","AMHERST, MA US","2010-11-23",,"0.03","0.0","0.0","53","34","43"
"USC00190120","AMHERST, MA US","2010-11-24",,"0.00","0.0","0.0","57","40","40"
"USC00190120","AMHERST, MA US","2010-11-25",,"0.00","0.0","0.0","44","19","20"
"USC00190120","AMHERST, MA US","2010-11-26",,"0.31","0.0","0.0","36","20","32"
"USC00190120","AMHERST, MA US","2010-11-27",,"0.00","0.0","0.0","44","23","26"
"USC00190120","AMHERST, MA US","2010-11-28",,"0.00","0.0","0.0","40","18","19"
"USC00190120","AMHERST, MA US","2010-11-29",,"0.00","0.0","0.0","44","18","21"
"USC00190120","AMHERST, MA US","2010-11-30",,"0.00","0.0","0.0","46","21","30"
"USC00190120","AMHERST, MA US","2010-12-01",,"0.18","0.0","0.0","51","29","50"
"USC00190120","AMHERST, MA US","2010-12-02",,"1.13","0.0","0.0","58","34","35"
"USC00190120","AMHERST, MA US","2010-12-03",,"0.00","0.0","0.0","42","22","23"
"USC00190120","AMHERST, MA US","2010-12-04",,"0.00","0.0","0.0","39","23","28"
"USC00190120","AMHERST, MA US","2010-12-05",,"0.00","0.0","0.0","37","20","20"
"USC00190120","AMHERST, MA US","2010-12-06",,"0.00","0.0","0.0","33","20","27"
"USC00190120","AMHERST, MA US","2010-12-07",,"0.00","0.0","0.0","33","20","28"
"USC00190120","AMHERST, MA US","2010-12-08",,"0.00","0.0","0.0","32","23","23"
"USC00190120","AMHERST, MA US","2010-12-09",,"0.00","0.0","0.0","31","15","16"
"USC00190120","AMHERST, MA US","2010-12-10",,"0.00","0.0","0.0","25","5","7"
"USC00190120","AMHERST, MA US","2010-12-11",,"0.00","0.2","0.0","22","7","17"
"USC00190120","AMHERST, MA US","2010-12-12",,"0.06","0.0","0.0","40","16","31"
"USC00190120","AMHERST, MA US","2010-12-13",,"2.76","0.0","0.0","56","31","52"
"USC00190120","AMHERST, MA US","2010-12-14",,"0.03","0.0","0.0","52","18","18"
"USC00190120","AMHERST, MA US","2010-12-15",,"0.00","0.0","0.0","23","14","14"
"USC00190120","AMHERST, MA US","2010-12-16",,"0.00","0.0","0.0","22","14","18"
"USC00190120","AMHERST, MA US","2010-12-17",,"0.00","0.0","0.0","33","10","10"
"USC00190120","AMHERST, MA US","2010-12-18",,"0.00","0.0","0.0","33","10","24"
"USC00190120","AMHERST, MA US","2010-12-19",,"0.00","0.0","0.0","36","15","16"
"USC00190120","AMHERST, MA US","2010-12-20",,"0.00","0.0","0.0","33","15","21"
"USC00190120","AMHERST, MA US","2010-12-21",,"0.00","0.0","0.0","31","21","29"
"USC00190120","AMHERST, MA US","2010-12-22",,"0.00","0.0","0.0","39","29","30"
"USC00190120","AMHERST, MA US","2010-12-23",,"0.00","0.0","0.0","37","29","31"
"USC00190120","AMHERST, MA US","2010-12-24",,"0.00","0.0","0.0","36","26","26"
"USC00190120","AMHERST, MA US","2010-12-25",,"0.00","0.0","0.0","37","19","19"
"USC00190120","AMHERST, MA US","2010-12-26",,"0.00","0.0","0.0","30","18","21"
"USC00190120","AMHERST, MA US","2010-12-27",,"0.25","4.0","4.0","30","18","24"
"USC00190120","AMHERST, MA US","2010-12-28",,"0.02","2.2","6.0","24","16","19"
"USC00190120","AMHERST, MA US","2010-12-29",,"0.00","0.0","5.0","33","16","32"
"USC00190120","AMHERST, MA US","2010-12-30",,"0.00","0.0","1.0","36","12","13"
"USC00190120","AMHERST, MA US","2010-12-31",,"0.00","0.0","0.0","41","12","26"
"USC00190120","AMHERST, MA US","2011-01-01",,"0.00",,,"45","25","27"
"USC00190120","AMHERST, MA US","2011-01-02",,"0.00",,"0.0","46","27","37"
"USC00190120","AMHERST, MA US","2011-01-03",,"0.00",,"0.0","47","27","28"
"USC00190120","AMHERST, MA US","2011-01-04",,"0.00",,,"33","16","16"
"USC00190120","AMHERST, MA US","2011-01-05",,"0.00",,,"37","15","15"
"USC00190120","AMHERST, MA US","2011-01-06",,"0.00",,,"38","13","13"
"USC00190120","AMHERST, MA US","2011-01-07",,"0.00",,,"31","12","19"
"USC00190120","AMHERST, MA US","2011-01-08",,"0.10","1.5","2.0","31","18","23"
"USC00190120","AMHERST, MA US","2011-01-09",,"0.05","1.0","3.0","28","23","25"
"USC00190120","AMHERST, MA US","2011-01-10",,"0.00",,"2.0","29","15","21"
"USC00190120","AMHERST, MA US","2011-01-11",,"0.00",,"2.0","30","6","7"
"USC00190120","AMHERST, MA US","2011-01-12",,"0.69","9.0","11.0","27","6","24"
"USC00190120","AMHERST, MA US","2011-01-13",,"0.26","4.5","16.0","27","20","21"
"USC00190120","AMHERST, MA US","2011-01-14",,"0.00",,"15.0","27","-7","-6"
"USC00190120","AMHERST, MA US","2011-01-15",,"0.00",,"13.0","23","-10","-10"
"USC00190120","AMHERST, MA US","2011-01-16",,"0.00","0.4","12.0","30","-10","26"
"USC00190120","AMHERST, MA US","2011-01-17",,"0.00",,"11.0","32","5","9"
"USC00190120","AMHERST, MA US","2011-01-18",,"0.15","1.8","13.0","22","2","14"
"USC00190120","AMHERST, MA US","2011-01-19",,"0.69","3.0","14.0","34","14","30"
"USC00190120","AMHERST, MA US","2011-01-20",,"0.00","0.0","13.0","35","15","16"
"USC00190120","AMHERST, MA US","2011-01-21",,"0.29","4.5","16.0","29","14","17"
"USC00190120","AMHERST, MA US","2011-01-22",,"0.00","0.0","15.0","28","-2","-1"
"USC00190120","AMHERST, MA US","2011-01-23",,"0.00",,"15.0","26","-9","-3"
"USC00190120","AMHERST, MA US","2011-01-24",,"0.00",,"15.0","21","-10","-9"
"USC00190120","AMHERST, MA US","2011-01-25",,"0.15","1.5","16.0","15","-11","6"
"USC00190120","AMHERST, MA US","2011-01-26",,"0.30","0.3","16.0","24","-1","6"
"USC00190120","AMHERST, MA US","2011-01-27",,"0.29","4.0","19.0","32","6","24"
"USC00190120","AMHERST, MA US","2011-01-28",,"0.00",,"18.0","34","6","11"
"USC00190120","AMHERST, MA US","2011-01-29",,"0.00","0.2","18.0","31","11","25"
"USC00190120","AMHERST, MA US","2011-01-30",,"0.00",,"17.0","37","7","15"
"USC00190120","AMHERST, MA US","2011-01-31",,"0.00",,"17.0","33","0","5"
"USC00190120","AMHERST, MA US","2011-02-01",,"0.05","0.8","17.0","27","1","12"
"USC00190120","AMHERST, MA US","2011-02-02",,"0.70","8.0","24.0","18","12","17"
"USC00190120","AMHERST, MA US","2011-02-03",,"0.44","3.0","25.0","27","16","16"
"USC00190120","AMHERST, MA US","2011-02-04",,"0.00",,"23.0","30","-8","-6"
"USC00190120","AMHERST, MA US","2011-02-05",,"0.00",,"23.0","37","-7","11"
"USC00190120","AMHERST, MA US","2011-02-06",,"0.45","0.0","22.0","39","11","35"
"USC00190120","AMHERST, MA US","2011-02-07",,"0.00",,"20.0","40","20","21"
"USC00190120","AMHERST, MA US","2011-02-08",,"0.27","1.5","22.0","38","21","32"
"USC00190120","AMHERST, MA US","2011-02-09",,"0.00","0.0","21.0","36","3","11"
"USC00190120","AMHERST, MA US","2011-02-10",,"0.00",,"21.0","29","11","17"
"USC00190120","AMHERST, MA US","2011-02-11",,"0.00",,"21.0","25","-9","-9"
"USC00190120","AMHERST, MA US","2011-02-12",,"0.00",,"21.0","29","-9","6"
"USC00190120","AMHERST, MA US","2011-02-13",,"0.00",,"20.0","35","6","19"
"USC00190120","AMHERST, MA US","2011-02-14",,"0.00",,"20.0","40","19","35"
"USC00190120","AMHERST, MA US","2011-02-15",,"0.00",,"18.0","56","21","21"
"USC00190120","AMHERST, MA US","2011-02-16",,"0.00",,"18.0","27","8","10"
"USC00190120","AMHERST, MA US","2011-02-17",,"0.00",,"17.0","40","9","21"
"USC00190120","AMHERST, MA US","2011-02-18",,"0.00",,"16.0","57","21","30"
"USC00190120","AMHERST, MA US","2011-02-19",,"0.03","0.2","14.0","63","29","33"
"USC00190120","AMHERST, MA US","2011-02-20",,"0.00",,"14.0","34","12","14"
"USC00190120","AMHERST, MA US","2011-02-21",,"0.05","1.5","16.0","33","14","23"
"USC00190120","AMHERST, MA US","2011-02-22",,"0.00","0.5","17.0","28","10","10"
"USC00190120","AMHERST, MA US","2011-02-23",,"0.00",,"15.0","36","2","5"
"USC00190120","AMHERST, MA US","2011-02-24",,"0.00",,"15.0","42","3","4"
"USC00190120","AMHERST, MA US","2011-02-25",,"0.29","1.0","15.0","40","4","32"
"USC00190120","AMHERST, MA US","2011-02-26",,"0.94","0.5","16.0","34","20","26"
"USC00190120","AMHERST, MA US","2011-02-27",,"0.21","2.5","18.0","34","20","28"
"USC00190120","AMHERST, MA US","2011-02-28",,"0.04","1.0","16.0","36","18","24"
"USC00190120","AMHERST, MA US","2011-03-01",,"0.55",,"17.0","39","24","26"
"USC00190120","AMHERST, MA US","2011-03-02",,"0.00",,"16.0","39","16","31"
"USC00190120","AMHERST, MA US","2011-03-03",,"0.00",,"16.0","45","8","8"
"USC00190120","AMHERST, MA US","2011-03-04",,"0.00",,"15.0","45","8","11"
"USC00190120","AMHERST, MA US","2011-03-05",,"0.00",,"14.0","37","11","32"
"USC00190120","AMHERST, MA US","2011-03-06",,"0.00",,"10.0","54","32","48"
"USC00190120","AMHERST, MA US","2011-03-07",,"3.23",,"6.0","53","40","40"
"USC00190120","AMHERST, MA US","2011-03-08",,"0.01",,"6.0","41","19","22"
"USC00190120","AMHERST, MA US","2011-03-09",,"0.00",,"5.0","40","20","25"
"USC00190120","AMHERST, MA US","2011-03-10",,"0.00",,"5.0","38","25","35"
"USC00190120","AMHERST, MA US","2011-03-11",,"0.42",,"3.0","46","35","46"
"USC00190120","AMHERST, MA US","2011-03-12",,"0.23",,"0.0","52","32","34"
"USC00190120","AMHERST, MA US","2011-03-13",,"0.00",,,"48","33","35"
"USC00190120","AMHERST, MA US","2011-03-14",,"0.00",,,"45","34","34"
"USC00190120","AMHERST, MA US","2011-03-15",,"0.00",,,"41","22","22"
"USC00190120","AMHERST, MA US","2011-03-16",,"0.02",,"0.0","44","22","33"
"USC00190120","AMHERST, MA US","2011-03-17",,"0.58",,,"41","29","29"
"USC00190120","AMHERST, MA US","2011-03-18",,"0.00",,,"62","29","47"
"USC00190120","AMHERST, MA US","2011-03-19",,"0.00",,,"65","39","43"
"USC00190120","AMHERST, MA US","2011-03-20",,"0.00",,,"46","27","27"
"USC00190120","AMHERST, MA US","2011-03-21",,"0.00",,,"47","27","35"
"USC00190120","AMHERST, MA US","2011-03-22",,"0.29",,,"36","32","34"
"USC00190120","AMHERST, MA US","2011-03-23",,"0.00",,,"42","30","30"
"USC00190120","AMHERST, MA US","2011-03-24",,"0.00",,,"36","29","30"
"USC00190120","AMHERST, MA US","2011-03-25",,"0.00",,,"44","21","21"
"USC00190120","AMHERST, MA US","2011-03-26",,"0.00",,,"39","20","23"
"USC00190120","AMHERST, MA US","2011-03-27",,"0.00",,,"37","22","22"
"USC00190120","AMHERST, MA US","2011-03-28",,"0.00",,,"41","22","25"
"USC00190120","AMHERST, MA US","2011-03-29",,"0.00",,,"44","23","25"
"USC00190120","AMHERST, MA US","2011-03-30",,"0.00",,,"44","21","23"
"USC00190120","AMHERST, MA US","2011-03-31",,"0.00",,,"54","23","36"
"USC00190120","AMHERST, MA US","2011-04-01",,"0.35","1.0","1.0","46","32","32"
"USC00190120","AMHERST, MA US","2011-04-02",,"0.07",,"0.0","42","32","33"
"USC00190120","AMHERST, MA US","2011-04-03",,"0.00",,,"51","27","35"
"USC00190120","AMHERST, MA US","2011-04-04",,"0.01",,,"53","34","39"
"USC00190120","AMHERST, MA US","2011-04-05",,"0.70",,,"52","39","52"
"USC00190120","AMHERST, MA US","2011-04-06",,"0.18",,,"57","30","33"
"USC00190120","AMHERST, MA US","2011-04-07",,"0.00",,,"52","27","28"
"USC00190120","AMHERST, MA US","2011-04-08",,"0.00",,,"55","26","27"
"USC00190120","AMHERST, MA US","2011-04-09",,"0.00",,,"52","27","28"
"USC00190120","AMHERST, MA US","2011-04-10",,"0.00",,,"37","28","37"
"USC00190120","AMHERST, MA US","2011-04-11",,"0.00",,,"62","34","51"
"USC00190120","AMHERST, MA US","2011-04-12",,"0.00",,,"72","51","55"
"USC00190120","AMHERST, MA US","2011-04-13",,"0.30",,,"62","44","45"
"USC00190120","AMHERST, MA US","2011-04-14",,"0.47",,,"46","38","40"
"USC00190120","AMHERST, MA US","2011-04-15",,"0.00",,,"66","35","36"
"USC00190120","AMHERST, MA US","2011-04-16",,"0.00",,,"55","30","31"
"USC00190120","AMHERST, MA US","2011-04-17",,"1.80",,,"55","31","54"
"USC00190120","AMHERST, MA US","2011-04-18",,"0.02",,,"57","40","41"
"USC00190120","AMHERST, MA US","2011-04-19",,"0.01",,,"59","40","45"
"USC00190120","AMHERST, MA US","2011-04-20",,"0.23",,,"46","41","43"
"USC00190120","AMHERST, MA US","2011-04-21",,"0.00",,,"46","38","45"
"USC00190120","AMHERST, MA US","2011-04-22",,"0.00",,,"50","26","29"
"USC00190120","AMHERST, MA US","2011-04-23",,"0.15",,,"55","29","33"
"USC00190120","AMHERST, MA US","2011-04-24",,"0.66",,,"44","33","44"
"USC00190120","AMHERST, MA US","2011-04-25",,"0.01",,,"68","43","52"
"USC00190120","AMHERST, MA US","2011-04-26",,"0.06",,,"61","52","52"
"USC00190120","AMHERST, MA US","2011-04-27",,"0.11",,,"80","52","64"
"USC00190120","AMHERST, MA US","2011-04-28",,"0.02",,,"76","64","65"
"USC00190120","AMHERST, MA US","2011-04-29",,"0.27",,,"68","44","48"
"USC00190120","AMHERST, MA US","2011-04-30",,"0.00",,,"70","46","47"
"USC00190120","AMHERST, MA US","2011-05-01",,"0.00",,,"65","36","42"
"USC00190120","AMHERST, MA US","2011-05-02",,"0.00",,,"70","36","41"
"USC00190120","AMHERST, MA US","2011-05-03",,"0.00",,,"64","41","52"
"USC00190120","AMHERST, MA US","2011-05-04",,"0.02",,,"77","52","58"
"USC00190120","AMHERST, MA US","2011-05-05",,"0.34",,,"59","41","46"
"USC00190120","AMHERST, MA US","2011-05-06",,"0.03",,,"55","32","37"
"USC00190120","AMHERST, MA US","2011-05-07",,"0.00",,,"69","37","47"
"USC00190120","AMHERST, MA US","2011-05-08",,"0.00",,,"69","43","49"
"USC00190120","AMHERST, MA US","2011-05-09",,"0.00",,,"70","49","54"
"USC00190120","AMHERST, MA US","2011-05-10",,"0.00",,,"68","49","55"
"USC00190120","AMHERST, MA US","2011-05-11",,"0.00",,,"68","51","53"
"USC00190120","AMHERST, MA US","2011-05-12",,"0.00",,,"67","42","48"
"USC00190120","AMHERST, MA US","2011-05-13",,"0.00",,,"72","48","55"
"USC00190120","AMHERST, MA US","2011-05-14",,"0.00",,,"74","40","53"
"USC00190120","AMHERST, MA US","2011-05-15",,"0.19",,,"66","53","54"
"USC00190120","AMHERST, MA US","2011-05-16",,"0.72",,,"59","51","51"
"USC00190120","AMHERST, MA US","2011-05-17",,"0.21",,,"54","49","49"
"USC00190120","AMHERST, MA US","2011-05-18",,"1.09",,,"57","49","53"
"USC00190120","AMHERST, MA US","2011-05-19",,"0.72",,,"62","53","54"
"USC00190120","AMHERST, MA US","2011-05-20",,"0.42",,,"67","54","58"
"USC00190120","AMHERST, MA US","2011-05-21",,"0.08",,,"70","55","57"
"USC00190120","AMHERST, MA US","2011-05-22",,"0.01",,,"73","53","53"
"USC00190120","AMHERST, MA US","2011-05-23",,"0.03",,,"66","52","52"
"USC00190120","AMHERST, MA US","2011-05-24",,"0.09",,,"66","51","64"
"USC00190120","AMHERST, MA US","2011-05-25",,"0.19",,,"79","50","56"
"USC00190120","AMHERST, MA US","2011-05-26",,"0.00",,,"80","56","59"
"USC00190120","AMHERST, MA US","2011-05-27",,"0.00",,,"82","59","65"
"USC00190120","AMHERST, MA US","2011-05-28",,"0.00",,,"88","65","66"
"USC00190120","AMHERST, MA US","2011-05-29",,"0.03",,,"81","66","69"
"USC00190120","AMHERST, MA US","2011-05-30",,"0.00",,,"83","67","68"
"USC00190120","AMHERST, MA US","2011-05-31",,"0.08",,,"87","61","65"
"USC00190120","AMHERST, MA US","2011-06-01",,"0.00",,,"87","61","67"
"USC00190120","AMHERST, MA US","2011-06-02",,"1.45",,,"76","55","67"
"USC00190120","AMHERST, MA US","2011-06-03",,"0.00",,,"76","43","52"
"USC00190120","AMHERST, MA US","2011-06-04",,"0.00",,,"71","41","49"
"USC00190120","AMHERST, MA US","2011-06-05",,"0.00",,,"75","44","49"
"USC00190120","AMHERST, MA US","2011-06-06",,"0.00",,,"72","49","59"
"USC00190120","AMHERST, MA US","2011-06-07",,"0.00",,,"82","46","59"
"USC00190120","AMHERST, MA US","2011-06-08",,"0.00",,,"88","59","63"
"USC00190120","AMHERST, MA US","2011-06-09",,"0.12",,,"90","63","67"
"USC00190120","AMHERST, MA US","2011-06-10",,"0.56",,,"87","58","63"
"USC00190120","AMHERST, MA US","2011-06-11",,"0.16",,,"80","55","56"
"USC00190120","AMHERST, MA US","2011-06-12",,"0.36",,,"61","53","53"
"USC00190120","AMHERST, MA US","2011-06-13",,"0.01",,,"62","53","59"
"USC00190120","AMHERST, MA US","2011-06-14",,"0.03",,,"71","56","56"
"USC00190120","AMHERST, MA US","2011-06-15",,"0.14",,,"63","49","51"
"USC00190120","AMHERST, MA US","2011-06-16",,"0.26",,,"82","51","58"
"USC00190120","AMHERST, MA US","2011-06-17",,"0.00",,,"83","58","65"
"USC00190120","AMHERST, MA US","2011-06-18",,"0.62",,,"70","60","63"
"USC00190120","AMHERST, MA US","2011-06-19",,"0.00",,,"83","56","60"
"USC00190120","AMHERST, MA US","2011-06-20",,"0.00",,,"83","48","53"
"USC00190120","AMHERST, MA US","2011-06-21",,"0.00",,,"83","48","57"
"USC00190120","AMHERST, MA US","2011-06-22",,"0.00",,,"83","57","66"
"USC00190120","AMHERST, MA US","2011-06-23",,"1.33",,,"83","57","64"
"USC00190120","AMHERST, MA US","2011-06-24",,"0.37",,,"68","59","59"
"USC00190120","AMHERST, MA US","2011-06-25",,"0.03",,,"64","55","55"
"USC00190120","AMHERST, MA US","2011-06-26",,"0.20",,,"74","55","63"
"USC00190120","AMHERST, MA US","2011-06-27",,"0.00",,,"78","56","59"
"USC00190120","AMHERST, MA US","2011-06-28",,"0.00",,,"83","59","64"
"USC00190120","AMHERST, MA US","2011-06-29",,"0.20",,,"84","64","68"
"USC00190120","AMHERST, MA US","2011-06-30",,"0.00",,,"79","56","63"
"USC00190120","AMHERST, MA US","2011-07-01",,"0.00",,,"79","51","58"
"USC00190120","AMHERST, MA US","2011-07-02",,"0.00",,,"79","56","61"
"USC00190120","AMHERST, MA US","2011-07-03",,"0.00",,,"84","61","69"
"USC00190120","AMHERST, MA US","2011-07-04",,"0.11",,,"74","63","66"
"USC00190120","AMHERST, MA US","2011-07-05",,"0.00",,,"86","61","66"
"USC00190120","AMHERST, MA US","2011-07-06",,"0.00",,,"87","59","63"
"USC00190120","AMHERST, MA US","2011-07-07",,"0.38",,,"89","63","65"
"USC00190120","AMHERST, MA US","2011-07-08",,"0.38",,,"84","62","63"
"USC00190120","AMHERST, MA US","2011-07-09",,"0.11",,,"76","63","67"
"USC00190120","AMHERST, MA US","2011-07-10",,"0.00",,,"82","55","59"
"USC00190120","AMHERST, MA US","2011-07-11",,"0.00",,,"83","59","65"
"USC00190120","AMHERST, MA US","2011-07-12",,"0.00",,,"90","65","76"
"USC00190120","AMHERST, MA US","2011-07-13",,"0.00",,,"90","64","68"
"USC00190120","AMHERST, MA US","2011-07-14",,"0.02",,,"85","59","61"
"USC00190120","AMHERST, MA US","2011-07-15",,"0.00",,,"80","53","58"
"USC00190120","AMHERST, MA US","2011-07-16",,"0.00",,,"84","55","60"
"USC00190120","AMHERST, MA US","2011-07-17",,"0.00",,,"86","59","64"
"USC00190120","AMHERST, MA US","2011-07-18",,"0.00",,,"90","64","73"
"USC00190120","AMHERST, MA US","2011-07-19",,"0.00",,,"83","64","66"
"USC00190120","AMHERST, MA US","2011-07-20",,"0.00",,,"87","59","61"
"USC00190120","AMHERST, MA US","2011-07-21",,"0.00",,,"88","61","73"
"USC00190120","AMHERST, MA US","2011-07-22",,"0.00",,,"96","73","79"
"USC00190120","AMHERST, MA US","2011-07-23",,"0.04",,,"98","65","69"
"USC00190120","AMHERST, MA US","2011-07-24",,"0.04",,,"94","68","73"
